subset,file_name,width,height,class_name,xmin,ymin,xmax,ymax,xc,yc,w,h,aspect_ratio
train,crazing_216.xml,200,200,crazing,55,86,197,190,126.0,138.0,142,104,1.3653846153846154
train,crazing_217.xml,200,200,crazing,25,52,199,92,112.0,72.0,174,40,4.35
train,crazing_217.xml,200,200,crazing,110,99,195,190,152.5,144.5,85,91,0.9340659340659341
train,crazing_218.xml,200,200,crazing,18,58,150,115,84.0,86.5,132,57,2.3157894736842106
train,crazing_218.xml,200,200,crazing,91,16,198,56,144.5,36.0,107,40,2.675
train,crazing_218.xml,200,200,crazing,36,143,175,181,105.5,162.0,139,38,3.6578947368421053
train,crazing_219.xml,200,200,crazing,46,9,116,123,81.0,66.0,70,114,0.6140350877192983
train,crazing_22.xml,200,200,crazing,92,17,198,94,145.0,55.5,106,77,1.3766233766233766
train,crazing_22.xml,200,200,crazing,95,104,200,182,147.5,143.0,105,78,1.3461538461538463
train,crazing_220.xml,200,200,crazing,3,117,146,194,74.5,155.5,143,77,1.8571428571428572
train,crazing_220.xml,200,200,crazing,78,19,178,131,128.0,75.0,100,112,0.8928571428571429
train,crazing_221.xml,200,200,crazing,157,1,200,187,178.5,94.0,43,186,0.23118279569892472
train,crazing_221.xml,200,200,crazing,1,87,136,162,68.5,124.5,135,75,1.8
train,crazing_221.xml,200,200,crazing,79,36,198,90,138.5,63.0,119,54,2.2037037037037037
train,crazing_222.xml,200,200,crazing,1,20,146,103,73.5,61.5,145,83,1.7469879518072289
train,crazing_222.xml,200,200,crazing,155,6,196,133,175.5,69.5,41,127,0.3228346456692913
train,crazing_223.xml,200,200,crazing,113,123,197,197,155.0,160.0,84,74,1.135135135135135
train,crazing_223.xml,200,200,crazing,80,11,173,98,126.5,54.5,93,87,1.0689655172413792
train,crazing_224.xml,200,200,crazing,1,97,122,188,61.5,142.5,121,91,1.3296703296703296
train,crazing_224.xml,200,200,crazing,117,107,199,172,158.0,139.5,82,65,1.2615384615384615
train,crazing_224.xml,200,200,crazing,49,7,199,103,124.0,55.0,150,96,1.5625
train,crazing_225.xml,200,200,crazing,4,119,173,200,88.5,159.5,169,81,2.0864197530864197
train,crazing_225.xml,200,200,crazing,1,9,165,125,83.0,67.0,164,116,1.4137931034482758
train,crazing_226.xml,200,200,crazing,2,143,172,196,87.0,169.5,170,53,3.207547169811321
train,crazing_226.xml,200,200,crazing,1,19,174,145,87.5,82.0,173,126,1.373015873015873
train,crazing_227.xml,200,200,crazing,12,26,199,96,105.5,61.0,187,70,2.6714285714285713
train,crazing_227.xml,200,200,crazing,130,1,200,125,165.0,63.0,70,124,0.5645161290322581
train,crazing_227.xml,200,200,crazing,34,33,168,159,101.0,96.0,134,126,1.0634920634920635
train,crazing_228.xml,200,200,crazing,18,124,187,192,102.5,158.0,169,68,2.485294117647059
train,crazing_228.xml,200,200,crazing,3,59,161,120,82.0,89.5,158,61,2.5901639344262297
train,crazing_228.xml,200,200,crazing,56,22,199,102,127.5,62.0,143,80,1.7875
train,crazing_229.xml,200,200,crazing,1,58,174,128,87.5,93.0,173,70,2.4714285714285715
train,crazing_229.xml,200,200,crazing,1,6,149,72,75.0,39.0,148,66,2.242424242424242
train,crazing_229.xml,200,200,crazing,1,123,187,198,94.0,160.5,186,75,2.48
train,crazing_23.xml,200,200,crazing,1,6,171,112,86.0,59.0,170,106,1.6037735849056605
train,crazing_23.xml,200,200,crazing,1,122,180,200,90.5,161.0,179,78,2.2948717948717947
train,crazing_230.xml,200,200,crazing,36,28,181,107,108.5,67.5,145,79,1.8354430379746836
train,crazing_230.xml,200,200,crazing,1,104,112,182,56.5,143.0,111,78,1.4230769230769231
train,crazing_231.xml,200,200,crazing,9,98,200,187,104.5,142.5,191,89,2.146067415730337
train,crazing_231.xml,200,200,crazing,85,8,200,88,142.5,48.0,115,80,1.4375
train,crazing_231.xml,200,200,crazing,1,12,137,67,69.0,39.5,136,55,2.4727272727272727
train,crazing_232.xml,200,200,crazing,82,9,200,60,141.0,34.5,118,51,2.3137254901960786
train,crazing_232.xml,200,200,crazing,1,80,134,156,67.5,118.0,133,76,1.75
train,crazing_232.xml,200,200,crazing,1,26,132,88,66.5,57.0,131,62,2.1129032258064515
train,crazing_232.xml,200,200,crazing,1,137,179,182,90.0,159.5,178,45,3.9555555555555557
train,crazing_233.xml,200,200,crazing,6,147,182,191,94.0,169.0,176,44,4.0
train,crazing_233.xml,200,200,crazing,1,21,198,121,99.5,71.0,197,100,1.97
train,crazing_234.xml,200,200,crazing,57,5,199,73,128.0,39.0,142,68,2.088235294117647
train,crazing_234.xml,200,200,crazing,8,76,200,166,104.0,121.0,192,90,2.1333333333333333
train,crazing_235.xml,200,200,crazing,37,1,163,51,100.0,26.0,126,50,2.52
train,crazing_235.xml,200,200,crazing,3,65,179,122,91.0,93.5,176,57,3.087719298245614
train,crazing_235.xml,200,200,crazing,47,145,183,199,115.0,172.0,136,54,2.5185185185185186
train,crazing_235.xml,200,200,crazing,2,3,53,62,27.5,32.5,51,59,0.864406779661017
train,crazing_236.xml,200,200,crazing,5,1,198,70,101.5,35.5,193,69,2.7971014492753623
train,crazing_236.xml,200,200,crazing,1,65,101,136,51.0,100.5,100,71,1.408450704225352
train,crazing_236.xml,200,200,crazing,107,32,200,126,153.5,79.0,93,94,0.9893617021276596
train,crazing_236.xml,200,200,crazing,76,111,200,181,138.0,146.0,124,70,1.7714285714285714
train,crazing_237.xml,200,200,crazing,23,4,166,87,94.5,45.5,143,83,1.7228915662650603
train,crazing_237.xml,200,200,crazing,1,119,171,195,86.0,157.0,170,76,2.236842105263158
train,crazing_237.xml,200,200,crazing,69,7,143,189,106.0,98.0,74,182,0.4065934065934066
train,crazing_238.xml,200,200,crazing,1,91,106,186,53.5,138.5,105,95,1.105263157894737
train,crazing_238.xml,200,200,crazing,1,10,178,74,89.5,42.0,177,64,2.765625
train,crazing_239.xml,200,200,crazing,29,120,166,176,97.5,148.0,137,56,2.4464285714285716
train,crazing_239.xml,200,200,crazing,53,1,200,82,126.5,41.5,147,81,1.8148148148148149
train,crazing_239.xml,200,200,crazing,33,36,181,100,107.0,68.0,148,64,2.3125
train,crazing_239.xml,200,200,crazing,1,72,194,132,97.5,102.0,193,60,3.216666666666667
train,crazing_24.xml,200,200,crazing,1,1,196,63,98.5,32.0,195,62,3.1451612903225805
train,crazing_24.xml,200,200,crazing,2,105,153,157,77.5,131.0,151,52,2.9038461538461537
train,crazing_25.xml,200,200,crazing,1,1,118,45,59.5,23.0,117,44,2.659090909090909
train,crazing_25.xml,200,200,crazing,18,80,159,144,88.5,112.0,141,64,2.203125
train,crazing_26.xml,200,200,crazing,25,1,185,50,105.0,25.5,160,49,3.2653061224489797
train,crazing_26.xml,200,200,crazing,79,82,199,174,139.0,128.0,120,92,1.3043478260869565
train,crazing_27.xml,200,200,crazing,75,18,199,72,137.0,45.0,124,54,2.2962962962962963
train,crazing_27.xml,200,200,crazing,6,74,116,190,61.0,132.0,110,116,0.9482758620689655
train,crazing_28.xml,200,200,crazing,1,40,197,148,99.0,94.0,196,108,1.8148148148148149
train,crazing_28.xml,200,200,crazing,104,1,200,33,152.0,17.0,96,32,3.0
train,crazing_29.xml,200,200,crazing,3,30,145,167,74.0,98.5,142,137,1.0364963503649636
train,crazing_3.xml,200,200,crazing,10,97,200,181,105.0,139.0,190,84,2.261904761904762
train,crazing_30.xml,200,200,crazing,1,94,120,174,60.5,134.0,119,80,1.4875
train,crazing_30.xml,200,200,crazing,131,32,200,165,165.5,98.5,69,133,0.518796992481203
train,crazing_30.xml,200,200,crazing,1,10,134,62,67.5,36.0,133,52,2.5576923076923075
train,crazing_31.xml,200,200,crazing,3,106,166,197,84.5,151.5,163,91,1.7912087912087913
train,crazing_31.xml,200,200,crazing,30,3,200,104,115.0,53.5,170,101,1.683168316831683
train,crazing_32.xml,200,200,crazing,1,91,150,163,75.5,127.0,149,72,2.0694444444444446
train,crazing_32.xml,200,200,crazing,1,2,158,79,79.5,40.5,157,77,2.038961038961039
train,crazing_33.xml,200,200,crazing,35,1,132,85,83.5,43.0,97,84,1.1547619047619047
train,crazing_34.xml,200,200,crazing,27,1,158,84,92.5,42.5,131,83,1.5783132530120483
train,crazing_34.xml,200,200,crazing,2,88,88,168,45.0,128.0,86,80,1.075
train,crazing_34.xml,200,200,crazing,85,143,200,200,142.5,171.5,115,57,2.017543859649123
train,crazing_35.xml,200,200,crazing,1,47,200,99,100.5,73.0,199,52,3.826923076923077
train,crazing_35.xml,200,200,crazing,87,101,200,169,143.5,135.0,113,68,1.661764705882353
train,crazing_35.xml,200,200,crazing,102,1,200,44,151.0,22.5,98,43,2.2790697674418605
train,crazing_36.xml,200,200,crazing,74,93,200,171,137.0,132.0,126,78,1.6153846153846154
train,crazing_37.xml,200,200,crazing,74,51,200,154,137.0,102.5,126,103,1.2233009708737863
train,crazing_38.xml,200,200,crazing,107,82,200,199,153.5,140.5,93,117,0.7948717948717948
train,crazing_38.xml,200,200,crazing,66,1,200,87,133.0,44.0,134,86,1.558139534883721
train,crazing_39.xml,200,200,crazing,5,95,200,191,102.5,143.0,195,96,2.03125
train,crazing_39.xml,200,200,crazing,74,3,200,99,137.0,51.0,126,96,1.3125
train,crazing_4.xml,200,200,crazing,10,3,197,108,103.5,55.5,187,105,1.7809523809523808
train,crazing_4.xml,200,200,crazing,15,110,197,198,106.0,154.0,182,88,2.0681818181818183
train,crazing_40.xml,200,200,crazing,5,120,172,194,88.5,157.0,167,74,2.2567567567567566
train,crazing_40.xml,200,200,crazing,169,49,200,199,184.5,124.0,31,150,0.20666666666666667
train,crazing_41.xml,200,200,crazing,12,45,111,198,61.5,121.5,99,153,0.6470588235294118
train,crazing_41.xml,200,200,crazing,10,1,197,52,103.5,26.5,187,51,3.6666666666666665
train,crazing_42.xml,200,200,crazing,11,15,178,85,94.5,50.0,167,70,2.3857142857142857
train,crazing_43.xml,200,200,crazing,1,115,104,184,52.5,149.5,103,69,1.4927536231884058
train,crazing_43.xml,200,200,crazing,4,3,186,51,95.0,27.0,182,48,3.7916666666666665
train,crazing_43.xml,200,200,crazing,162,48,200,186,181.0,117.0,38,138,0.2753623188405797
train,crazing_44.xml,200,200,crazing,146,19,199,177,172.5,98.0,53,158,0.33544303797468356
train,crazing_44.xml,200,200,crazing,8,3,120,180,64.0,91.5,112,177,0.632768361581921
train,crazing_45.xml,200,200,crazing,2,54,119,172,60.5,113.0,117,118,0.9915254237288136
train,crazing_46.xml,200,200,crazing,11,33,100,103,55.5,68.0,89,70,1.2714285714285714
train,crazing_47.xml,200,200,crazing,4,1,105,149,54.5,75.0,101,148,0.6824324324324325
train,crazing_47.xml,200,200,crazing,1,151,72,199,36.5,175.0,71,48,1.4791666666666667
train,crazing_48.xml,200,200,crazing,7,91,192,183,99.5,137.0,185,92,2.010869565217391
train,crazing_48.xml,200,200,crazing,5,5,195,89,100.0,47.0,190,84,2.261904761904762
train,crazing_49.xml,200,200,crazing,14,42,200,126,107.0,84.0,186,84,2.2142857142857144
train,crazing_49.xml,200,200,crazing,1,136,74,199,37.5,167.5,73,63,1.1587301587301588
train,crazing_5.xml,200,200,crazing,1,113,199,176,100.0,144.5,198,63,3.142857142857143
train,crazing_5.xml,200,200,crazing,15,4,199,102,107.0,53.0,184,98,1.8775510204081634
train,crazing_50.xml,200,200,crazing,2,52,196,137,99.0,94.5,194,85,2.2823529411764705
train,crazing_50.xml,200,200,crazing,5,139,200,199,102.5,169.0,195,60,3.25
train,crazing_51.xml,200,200,crazing,53,120,200,160,126.5,140.0,147,40,3.675
train,crazing_51.xml,200,200,crazing,70,1,177,55,123.5,28.0,107,54,1.9814814814814814
train,crazing_52.xml,200,200,crazing,68,130,200,194,134.0,162.0,132,64,2.0625
train,crazing_52.xml,200,200,crazing,56,3,173,66,114.5,34.5,117,63,1.8571428571428572
train,crazing_53.xml,200,200,crazing,1,121,123,198,62.0,159.5,122,77,1.5844155844155845
train,crazing_53.xml,200,200,crazing,1,33,112,116,56.5,74.5,111,83,1.3373493975903614
train,crazing_54.xml,200,200,crazing,28,76,129,157,78.5,116.5,101,81,1.2469135802469136
train,crazing_54.xml,200,200,crazing,31,26,196,71,113.5,48.5,165,45,3.6666666666666665
train,crazing_55.xml,200,200,crazing,4,74,192,166,98.0,120.0,188,92,2.0434782608695654
train,crazing_55.xml,200,200,crazing,7,9,148,58,77.5,33.5,141,49,2.877551020408163
train,crazing_56.xml,200,200,crazing,1,84,77,156,39.0,120.0,76,72,1.0555555555555556
train,crazing_56.xml,200,200,crazing,1,38,149,103,75.0,70.5,148,65,2.276923076923077
train,crazing_56.xml,200,200,crazing,149,7,199,145,174.0,76.0,50,138,0.36231884057971014
train,crazing_57.xml,200,200,crazing,133,1,200,146,166.5,73.5,67,145,0.46206896551724136
train,crazing_57.xml,200,200,crazing,1,35,114,111,57.5,73.0,113,76,1.486842105263158
train,crazing_58.xml,200,200,crazing,3,134,189,198,96.0,166.0,186,64,2.90625
train,crazing_58.xml,200,200,crazing,1,34,196,126,98.5,80.0,195,92,2.119565217391304
train,crazing_59.xml,200,200,crazing,67,72,200,136,133.5,104.0,133,64,2.078125
train,crazing_6.xml,200,200,crazing,27,3,196,45,111.5,24.0,169,42,4.023809523809524
train,crazing_6.xml,200,200,crazing,11,89,119,199,65.0,144.0,108,110,0.9818181818181818
train,crazing_60.xml,200,200,crazing,110,134,200,199,155.0,166.5,90,65,1.3846153846153846
train,crazing_60.xml,200,200,crazing,30,43,200,131,115.0,87.0,170,88,1.9318181818181819
train,crazing_61.xml,200,200,crazing,74,103,198,166,136.0,134.5,124,63,1.9682539682539681
train,crazing_61.xml,200,200,crazing,28,30,179,95,103.5,62.5,151,65,2.3230769230769233
train,crazing_62.xml,200,200,crazing,142,128,200,174,171.0,151.0,58,46,1.2608695652173914
train,crazing_62.xml,200,200,crazing,1,13,89,83,45.0,48.0,88,70,1.2571428571428571
train,crazing_63.xml,200,200,crazing,40,114,200,197,120.0,155.5,160,83,1.927710843373494
train,crazing_63.xml,200,200,crazing,35,17,171,107,103.0,62.0,136,90,1.511111111111111
train,crazing_64.xml,200,200,crazing,12,71,136,194,74.0,132.5,124,123,1.008130081300813
train,crazing_64.xml,200,200,crazing,3,19,200,88,101.5,53.5,197,69,2.8550724637681157
train,crazing_65.xml,200,200,crazing,3,2,96,62,49.5,32.0,93,60,1.55
train,crazing_65.xml,200,200,crazing,5,78,103,199,54.0,138.5,98,121,0.8099173553719008
train,crazing_65.xml,200,200,crazing,124,3,199,162,161.5,82.5,75,159,0.4716981132075472
train,crazing_66.xml,200,200,crazing,69,68,148,164,108.5,116.0,79,96,0.8229166666666666
train,crazing_66.xml,200,200,crazing,27,13,149,59,88.0,36.0,122,46,2.652173913043478
train,crazing_67.xml,200,200,crazing,7,40,157,145,82.0,92.5,150,105,1.4285714285714286
train,crazing_68.xml,200,200,crazing,78,48,196,142,137.0,95.0,118,94,1.2553191489361701
train,crazing_68.xml,200,200,crazing,36,136,189,194,112.5,165.0,153,58,2.6379310344827585
train,crazing_69.xml,200,200,crazing,1,112,84,187,42.5,149.5,83,75,1.1066666666666667
train,crazing_69.xml,200,200,crazing,9,20,189,97,99.0,58.5,180,77,2.3376623376623376
train,crazing_7.xml,200,200,crazing,1,68,187,163,94.0,115.5,186,95,1.9578947368421054
train,crazing_7.xml,200,200,crazing,1,2,200,65,100.5,33.5,199,63,3.1587301587301586
train,crazing_70.xml,200,200,crazing,34,2,174,80,104.0,41.0,140,78,1.794871794871795
train,crazing_70.xml,200,200,crazing,33,93,108,200,70.5,146.5,75,107,0.7009345794392523
train,crazing_71.xml,200,200,crazing,123,87,199,200,161.0,143.5,76,113,0.672566371681416
train,crazing_71.xml,200,200,crazing,83,2,198,69,140.5,35.5,115,67,1.7164179104477613
train,crazing_71.xml,200,200,crazing,1,5,88,131,44.5,68.0,87,126,0.6904761904761905
train,crazing_72.xml,200,200,crazing,6,48,200,128,103.0,88.0,194,80,2.425
train,crazing_72.xml,200,200,crazing,37,146,182,197,109.5,171.5,145,51,2.843137254901961
train,crazing_73.xml,200,200,crazing,26,70,165,189,95.5,129.5,139,119,1.1680672268907564
train,crazing_73.xml,200,200,crazing,53,41,157,108,105.0,74.5,104,67,1.5522388059701493
train,crazing_74.xml,200,200,crazing,2,43,105,158,53.5,100.5,103,115,0.8956521739130435
train,crazing_74.xml,200,200,crazing,130,52,190,167,160.0,109.5,60,115,0.5217391304347826
train,crazing_75.xml,200,200,crazing,4,54,147,161,75.5,107.5,143,107,1.3364485981308412
train,crazing_75.xml,200,200,crazing,158,24,200,173,179.0,98.5,42,149,0.28187919463087246
train,crazing_76.xml,200,200,crazing,1,107,198,189,99.5,148.0,197,82,2.402439024390244
train,crazing_76.xml,200,200,crazing,73,19,180,81,126.5,50.0,107,62,1.7258064516129032
train,crazing_77.xml,200,200,crazing,25,27,183,163,104.0,95.0,158,136,1.161764705882353
train,crazing_78.xml,200,200,crazing,1,56,197,130,99.0,93.0,196,74,2.6486486486486487
train,crazing_78.xml,200,200,crazing,2,1,60,51,31.0,26.0,58,50,1.16
train,crazing_78.xml,200,200,crazing,130,1,198,43,164.0,22.0,68,42,1.619047619047619
train,crazing_79.xml,200,200,crazing,7,88,113,175,60.0,131.5,106,87,1.2183908045977012
train,crazing_79.xml,200,200,crazing,132,55,200,133,166.0,94.0,68,78,0.8717948717948718
train,crazing_8.xml,200,200,crazing,1,26,179,118,90.0,72.0,178,92,1.934782608695652
train,crazing_8.xml,200,200,crazing,1,121,176,200,88.5,160.5,175,79,2.2151898734177213
train,crazing_80.xml,200,200,crazing,112,69,198,150,155.0,109.5,86,81,1.0617283950617284
train,crazing_81.xml,200,200,crazing,2,84,177,182,89.5,133.0,175,98,1.7857142857142858
train,crazing_82.xml,200,200,crazing,122,41,200,199,161.0,120.0,78,158,0.4936708860759494
train,crazing_82.xml,200,200,crazing,4,83,107,198,55.5,140.5,103,115,0.8956521739130435
train,crazing_83.xml,200,200,crazing,1,29,87,127,44.0,78.0,86,98,0.8775510204081632
train,crazing_83.xml,200,200,crazing,95,1,192,198,143.5,99.5,97,197,0.49238578680203043
train,crazing_83.xml,200,200,crazing,2,1,197,65,99.5,33.0,195,64,3.046875
train,crazing_84.xml,200,200,crazing,31,90,182,198,106.5,144.0,151,108,1.3981481481481481
train,crazing_85.xml,200,200,crazing,9,63,135,183,72.0,123.0,126,120,1.05
train,crazing_85.xml,200,200,crazing,152,41,200,200,176.0,120.5,48,159,0.3018867924528302
train,crazing_85.xml,200,200,crazing,88,5,199,55,143.5,30.0,111,50,2.22
train,crazing_86.xml,200,200,crazing,1,43,154,112,77.5,77.5,153,69,2.217391304347826
train,crazing_86.xml,200,200,crazing,1,97,156,174,78.5,135.5,155,77,2.012987012987013
train,crazing_86.xml,200,200,crazing,127,118,200,163,163.5,140.5,73,45,1.6222222222222222
train,crazing_86.xml,200,200,crazing,1,4,182,72,91.5,38.0,181,68,2.661764705882353
train,crazing_87.xml,200,200,crazing,18,9,146,74,82.0,41.5,128,65,1.9692307692307693
train,crazing_87.xml,200,200,crazing,27,32,176,157,101.5,94.5,149,125,1.192
train,crazing_87.xml,200,200,crazing,22,152,200,196,111.0,174.0,178,44,4.045454545454546
train,crazing_88.xml,200,200,crazing,18,34,200,88,109.0,61.0,182,54,3.3703703703703702
train,crazing_88.xml,200,200,crazing,19,99,200,172,109.5,135.5,181,73,2.4794520547945207
train,crazing_89.xml,200,200,crazing,3,128,110,187,56.5,157.5,107,59,1.8135593220338984
train,crazing_89.xml,200,200,crazing,49,20,192,52,120.5,36.0,143,32,4.46875
train,crazing_9.xml,200,200,crazing,1,24,121,74,61.0,49.0,120,50,2.4
train,crazing_9.xml,200,200,crazing,130,1,200,83,165.0,42.0,70,82,0.8536585365853658
train,crazing_90.xml,200,200,crazing,58,5,155,105,106.5,55.0,97,100,0.97
train,crazing_91.xml,200,200,crazing,32,128,180,182,106.0,155.0,148,54,2.740740740740741
train,crazing_91.xml,200,200,crazing,10,53,198,98,104.0,75.5,188,45,4.177777777777778
train,crazing_91.xml,200,200,crazing,12,10,153,48,82.5,29.0,141,38,3.710526315789474
train,crazing_92.xml,200,200,crazing,8,38,180,105,94.0,71.5,172,67,2.5671641791044775
train,crazing_92.xml,200,200,crazing,9,109,191,197,100.0,153.0,182,88,2.0681818181818183
train,crazing_93.xml,200,200,crazing,2,24,127,122,64.5,73.0,125,98,1.2755102040816326
train,crazing_93.xml,200,200,crazing,5,141,168,198,86.5,169.5,163,57,2.8596491228070176
train,crazing_94.xml,200,200,crazing,9,105,200,167,104.5,136.0,191,62,3.0806451612903225
train,crazing_94.xml,200,200,crazing,1,34,194,75,97.5,54.5,193,41,4.7073170731707314
train,crazing_95.xml,200,200,crazing,5,98,200,181,102.5,139.5,195,83,2.3493975903614457
train,crazing_95.xml,200,200,crazing,1,11,156,83,78.5,47.0,155,72,2.1527777777777777
train,crazing_96.xml,200,200,crazing,1,9,135,106,68.0,57.5,134,97,1.3814432989690721
train,crazing_96.xml,200,200,crazing,1,145,88,200,44.5,172.5,87,55,1.5818181818181818
train,crazing_96.xml,200,200,crazing,74,119,198,170,136.0,144.5,124,51,2.4313725490196076
train,crazing_97.xml,200,200,crazing,3,26,126,95,64.5,60.5,123,69,1.7826086956521738
train,crazing_97.xml,200,200,crazing,132,3,200,89,166.0,46.0,68,86,0.7906976744186046
train,crazing_97.xml,200,200,crazing,47,102,152,188,99.5,145.0,105,86,1.2209302325581395
train,crazing_98.xml,200,200,crazing,1,3,164,44,82.5,23.5,163,41,3.975609756097561
